"host_response_time","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space"
"within a day","f",1,1,"Broadway","Capitol Hill",47.62359783,-122.3176817,"Apartment","Entire home/apt",2,1,2,1,"Real Bed",150,0,0,1,0,2,30,60,89,89,7,93,9,9,10,10,10,9,"f","moderate","f","f",1,1.04,22,170,13
"within a few hours","f",1,1,"Broadway","Capitol Hill",47.62070303,-122.3188636,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",68,200,25,1,0,1,25,55,85,360,1,80,2,6,8,8,10,10,"f","flexible","f","f",1,0.68,43,154,26
"within a few hours","f",1,1,"Broadway","Capitol Hill",47.61503544,-122.3158878,"Apartment","Entire home/apt",6,2,2,3,"Real Bed",600,200,50,1,0,5,30,60,90,365,1,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.35,38,163,102
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62812597,-122.3272399,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",149,200,30,2,20,2,4,34,64,339,11,90,9,9,10,10,9,9,"f","moderate","f","f",1,2.01,42,178,50
"within an hour","f",37,37,"Broadway","Capitol Hill",47.62360403,-122.3194374,"House","Shared room",1,1,1,1,"Real Bed",62,350,35,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",37,0,0,179,179
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62301319,-122.322742,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",111,0,0,2,35,1,0,0,0,0,52,93,10,9,10,10,10,9,"f","strict","f","f",1,3.26,44,171,147
"N/A","f",1,1,"Broadway","Capitol Hill",47.61705478,-122.325925,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",120,200,75,1,0,2,0,0,0,138,7,94,9,9,10,10,10,10,"f","flexible","f","f",1,1.35,42,172,37
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61551263,-122.3226494,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",96,250,10,1,0,1,9,28,58,330,15,92,9,8,10,10,10,9,"t","flexible","f","f",1,9,43,158,72
"N/A","f",1,1,"Broadway","Capitol Hill",47.62098132,-122.3239638,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,300,75,1,0,3,0,0,0,126,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.26,36,175,62
"N/A","f",1,1,"Broadway","Capitol Hill",47.63092742,-122.324565,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,0,20,1,0,1,0,0,0,2,22,92,10,9,10,10,9,9,"f","moderate","f","f",1,1.47,45,179,165
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61506169,-122.32274,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,0,0,1,0,1,27,57,87,362,4,80,10,6,10,10,10,9,"f","flexible","f","f",1,2.93,25,25,0
"within a day","f",1,1,"Broadway","Capitol Hill",47.6158774,-122.3142967,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",105,100,25,3,25,2,0,0,0,0,13,87,10,9,9,10,10,9,"f","moderate","f","f",1,2.13,1,170,170
"N/A","f",1,1,"Broadway","Capitol Hill",47.61530919,-122.3183821,"Apartment","Entire home/apt",5,1,1,2,"Real Bed",250,0,0,1,0,3,0,0,0,51,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.19,39,178,180
"within a few hours","f",2,2,"Broadway","Capitol Hill",47.62525476,-122.3260843,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",82,500,50,1,0,2,11,37,66,66,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","flexible","f","f",1,0,13,13,0
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62017091,-122.3238395,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",110,100,10,1,10,3,0,0,28,28,11,91,10,9,10,10,10,9,"f","moderate","f","f",1,0.93,45,157,83
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62235362,-122.3220159,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",125,0,0,2,0,1,30,60,90,365,15,87,9,9,9,10,10,9,"f","moderate","f","f",1,1.73,40,145,40
"within an hour","f",8,8,"Broadway","Capitol Hill",47.62319865,-122.3252505,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",109,200,88,1,0,2,15,38,68,343,44,94,9,10,10,10,9,9,"f","strict","f","f",7,2.27,35,172,178
"within a day","f",1,1,"Broadway","Capitol Hill",47.62179989,-122.3212454,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,0,60,2,0,2,0,0,8,24,8,95,10,10,10,9,10,9,"f","moderate","f","f",1,0.49,46,174,40
"N/A","f",1,1,"Broadway","Capitol Hill",47.62498108,-122.3164875,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",126,200,50,2,0,2,29,59,89,364,3,100,10,10,10,10,9,10,"f","moderate","f","f",1,0.54,12,54,0
"within a few hours","f",2,2,"Broadway","Capitol Hill",47.62358547,-122.3266564,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,250,100,0,0,1,27,57,87,362,24,90,9,9,10,10,10,9,"f","strict","f","f",2,3.51,45,45,0
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62529342,-122.3175764,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",49,95,25,1,0,1,13,17,43,133,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","moderate","f","f",15,0,40,174,50
"within a day","f",2,2,"Broadway","Capitol Hill",47.61868894,-122.322187,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",100,0,70,1,25,2,0,0,0,121,21,91,9,9,9,8,10,9,"f","strict","f","f",1,1.14,38,100,62
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61538098,-122.3241289,"Apartment","Private room",2,1,1,1,"Real Bed",82,0,5,1,0,2,27,57,86,86,9,93,10,9,10,10,10,9,"f","flexible","f","f",1,2.25,86,187,0
"N/A","f",2,2,"Broadway","Capitol Hill",47.62393111,-122.3225862,"Apartment","Private room",1,1,1,1,"Real Bed",80,0,50,1,0,1,0,0,0,0,1,80,8,6,10,6,10,6,"f","flexible","f","f",2,0.12,24,190,193
"within an hour","f",37,37,"Broadway","Capitol Hill",47.62383897,-122.3217601,"House","Shared room",1,0.5,1,1,"Real Bed",65,350,35,1,0,4,15,45,75,350,9,91,9,7,10,10,10,9,"f","strict","f","f",37,0.36,0,171,171
"within an hour","f",2,2,"Broadway","Capitol Hill",47.63417399,-122.3222322,"House","Private room",4,1,1,1,"Real Bed",80,150,0,2,10,2,19,33,63,338,158,96,9,10,10,10,10,9,"f","moderate","f","f",2,5.25,46,185,184
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61812929,-122.3148371,"Apartment","Private room",2,1,1,1,"Real Bed",39,100,18,1,0,2,10,36,66,341,66,95,10,9,10,10,10,9,"f","strict","f","t",1,6.83,40,174,53
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62415326,-122.3182271,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",49,95,25,1,0,1,15,33,52,321,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","moderate","f","f",15,0,40,174,50
"within a day","f",1,1,"Broadway","Capitol Hill",47.61445783,-122.3142697,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,200,40,2,25,1,0,0,6,29,21,99,10,10,10,10,10,10,"f","flexible","f","f",1,2.24,43,174,108
"N/A","f",1,1,"Broadway","Capitol Hill",47.62026414,-122.3224636,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,0,35,1,0,2,30,60,89,89,3,87,9,10,10,10,10,9,"f","moderate","f","f",1,0.48,40,178,148
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61390857,-122.3290302,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",90,0,0,1,0,1,0,0,0,106,10,74,8,5,9,9,9,7,"t","flexible","f","f",1,2.48,56,139,12
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62572678,-122.3173076,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,1,30,60,335,6,83,9,10,10,10,9,9,"t","moderate","f","f",15,4.62,40,173,66
"within a few hours","f",1,1,"Broadway","Capitol Hill",47.62447069,-122.3184992,"Apartment","Private room",2,1,1,1,"Real Bed",104,150,30,1,0,1,27,57,87,362,22,100,10,10,10,10,10,10,"f","strict","f","f",1,1.59,40,181,184
"within a few hours","f",1,1,"Broadway","Capitol Hill",47.6236202,-122.3169666,"Apartment","Entire home/apt",5,1,1,2,"Real Bed",180,100,80,2,10,5,30,60,90,179,8,94,9,9,10,9,10,8,"f","moderate","f","f",1,0.48,37,170,33
"within a few hours","f",3,3,"Broadway","Capitol Hill",47.62581022,-122.3192658,"Apartment","Private room",2,1,1,1,"Real Bed",150,0,20,1,50,1,30,60,90,365,14,94,9,9,9,10,9,9,"f","strict","t","t",3,0.48,36,157,27
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61536393,-122.3148309,"Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa",70,0,40,1,0,1,25,51,69,344,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,1,39,39,0
"N/A","f",1,1,"Broadway","Capitol Hill",47.62175821,-122.3258402,"Apartment","Entire home/apt",4,1,0,1,"Real Bed",99,0,25,1,0,2,28,58,88,363,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","flexible","f","f",1,0,46,172,61
"within a few hours","f",10,10,"Broadway","Capitol Hill",47.6256981,-122.3209536,"House","Entire home/apt",16,2,6,9,"Real Bed",673,2500,300,13,68,3,18,48,74,320,21,97,9,10,10,10,10,9,"f","strict","t","t",9,0.48,0,162,162
"within a day","f",1,1,"Broadway","Capitol Hill",47.61838242,-122.3245349,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",98,0,25,1,0,2,0,0,0,115,5,100,10,10,10,10,10,10,"f","flexible","f","f",1,1.11,53,53,0
"within a day","f",2,2,"Broadway","Capitol Hill",47.62510349,-122.3265231,"Apartment","Private room",4,1,1,2,"Real Bed",105,0,0,1,0,1,27,54,54,181,1,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",2,1,46,191,71
"within a few hours","f",10,10,"Broadway","Capitol Hill",47.62398244,-122.3203742,"House","Private room",2,2,1,1,"Real Bed",63,250,39,1,9,2,0,0,0,2,14,99,9,10,10,9,10,9,"f","flexible","t","t",9,0.4,0,168,168
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61600642,-122.3130782,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",120,0,40,2,30,1,19,48,78,350,51,96,10,10,10,10,10,9,"t","moderate","f","f",1,4.83,38,175,0
"within a few hours","f",1,1,"Broadway","Capitol Hill",47.62766968,-122.3214481,"Townhouse","Private room",2,1.5,1,1,"Real Bed",78,0,20,1,0,1,8,33,63,338,9,100,10,10,10,10,10,10,"f","flexible","f","f",1,3.51,45,193,104
"within an hour","f",3,3,"Broadway","Capitol Hill",47.61807723,-122.3188636,"Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",195,0,95,4,25,3,0,0,25,300,32,97,10,10,10,10,10,9,"f","strict","f","f",1,1.81,43,160,161
"N/A","f",1,1,"Broadway","Capitol Hill",47.61726068,-122.3239447,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,0,25,2,0,2,29,59,89,364,6,100,10,10,10,10,10,10,"f","moderate","f","f",1,1.02,43,174,84
"within a few hours","f",3,3,"Broadway","Capitol Hill",47.62563419,-122.3246633,"House","Private room",2,1.5,1,1,"Real Bed",79,150,25,1,0,1,24,54,79,343,67,93,10,10,10,10,10,9,"f","flexible","f","f",3,4.35,35,177,117
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62529952,-122.3165464,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,23,53,83,358,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","moderate","f","f",15,0,40,173,66
"within an hour","f",3,3,"Broadway","Capitol Hill",47.61694392,-122.3164901,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",195,0,95,1,0,3,24,47,73,348,25,95,10,10,10,10,10,9,"f","strict","f","f",1,1.73,41,157,115
"within an hour","f",8,8,"Broadway","Capitol Hill",47.62180324,-122.3252479,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",119,300,88,1,0,2,30,60,90,365,32,95,10,10,10,10,10,9,"f","strict","f","f",7,1.4,37,173,173
"within a few hours","f",3,3,"Broadway","Capitol Hill",47.61398887,-122.3277892,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",149,250,25,1,0,2,30,60,90,365,48,97,9,9,10,10,10,9,"f","moderate","f","f",3,1.46,0,182,182
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62443672,-122.3181119,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,17,47,77,352,1,80,8,10,10,10,8,8,"t","moderate","f","f",15,1,40,173,66
"within an hour","f",3,3,"Broadway","Capitol Hill",47.62517459,-122.3251613,"Apartment","Private room",2,1,1,1,"Real Bed",69,300,24,1,25,1,15,45,75,350,2,100,10,10,10,10,10,10,"f","strict","f","f",2,1.33,47,187,15
"within an hour","f",37,37,"Broadway","Capitol Hill",47.62409413,-122.3196952,"House","Shared room",1,0.5,1,1,"Real Bed",49,350,35,1,0,4,23,53,83,358,7,91,9,9,10,10,10,9,"f","strict","f","f",37,0.25,0,171,171
"within an hour","f",37,37,"Broadway","Capitol Hill",47.62528743,-122.3194248,"House","Shared room",1,0.5,1,1,"Real Bed",49,350,35,1,0,4,30,60,90,365,8,93,10,8,10,10,10,9,"f","strict","f","f",37,0.29,0,171,171
"within an hour","f",1,1,"Broadway","Capitol Hill",47.6186564,-122.3248375,"Apartment","Shared room",2,1,1,1,"Futon",29,0,0,1,15,1,25,36,36,311,2,80,9,8,8,9,9,9,"f","moderate","f","f",1,1.28,41,193,56
"within an hour","f",18,18,"Broadway","Capitol Hill",47.62328264,-122.3237765,"House","Private room",2,1,1,1,"Real Bed",68,0,0,2,0,2,0,28,58,333,67,91,9,9,10,10,10,9,"f","strict","f","f",18,2.26,47,187,187
"N/A","f",1,1,"Broadway","Capitol Hill",47.6259573,-122.3178047,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",134,134,0,1,0,2,0,0,0,216,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.13,40,172,29
"N/A","f",1,1,"Broadway","Capitol Hill",47.62650039,-122.3198514,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,0,0,1,0,2,26,56,86,361,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,35,183,47
"within a day","f",8,8,"Broadway","Capitol Hill",47.6148424,-122.3235691,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",204,0,60,1,0,3,27,57,80,327,31,92,10,10,10,10,9,9,"f","strict","f","f",6,0.99,54,190,187
"within a few hours","f",354,354,"Broadway","Capitol Hill",47.63556404,-122.3215619,"Apartment","Entire home/apt",6,2.5,2,2,"Real Bed",295,0,175,1,0,2,27,57,87,362,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",8,0,35,176,174
"N/A","f",2,2,"Broadway","Capitol Hill",47.62361835,-122.3224541,"Apartment","Entire home/apt",3,1,2,2,"Real Bed",152,0,50,1,0,4,30,60,89,89,4,95,9,10,10,10,10,9,"f","moderate","f","f",2,0.24,24,196,198
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62462335,-122.3161621,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,17,31,59,334,10,90,8,10,9,9,10,9,"t","moderate","f","f",15,5.45,41,173,66
"within a day","f",1,1,"Broadway","Capitol Hill",47.62748203,-122.3161531,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",81,200,50,2,25,2,30,60,90,365,9,100,10,10,10,10,10,10,"f","moderate","f","f",1,1.54,41,111,3
"within an hour","f",2,2,"Broadway","Capitol Hill",47.61485057,-122.3243035,"Apartment","Shared room",1,1,1,1,"Real Bed",25,0,0,0,0,1,6,27,56,56,3,100,10,10,10,10,10,10,"t","flexible","f","f",2,3,38,180,143
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62289407,-122.325575,"Apartment","Entire home/apt",3,1,2,2,"Real Bed",195,250,90,1,0,3,29,51,81,353,30,99,10,10,10,10,10,9,"f","strict","f","f",1,0.69,37,170,171
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62162739,-122.3169293,"House","Entire home/apt",5,1,1,2,"Real Bed",169,250,108,4,25,2,30,60,90,216,78,91,9,9,9,9,10,9,"t","strict","f","f",1,1.65,42,184,189
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61920606,-122.3232525,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",95,0,25,2,0,2,19,49,79,168,4,100,10,10,10,10,10,10,"f","flexible","f","f",1,1.82,39,190,134
"within a day","f",1,1,"Broadway","Capitol Hill",47.61969856,-122.3148763,"Apartment","Entire home/apt",3,1,2,2,"Real Bed",100,0,0,1,0,5,10,40,69,69,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,43,43,0
"within a few hours","f",7,7,"Broadway","Capitol Hill",47.61819944,-122.3214171,"House","Private room",2,1,1,1,"Real Bed",85,0,30,2,10,1,22,52,82,353,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",7,0,35,177,178
"within a day","f",1,1,"Broadway","Capitol Hill",47.62868618,-122.3223364,"House","Entire home/apt",6,2,3,3,"Real Bed",400,0,0,1,0,3,2,2,2,38,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,35,175,66
"N/A","f",1,1,"Broadway","Capitol Hill",47.61522663,-122.324281,"Apartment","Entire home/apt",4,1,0,2,"Real Bed",120,0,0,1,0,1,0,0,0,110,1,80,10,6,10,10,10,10,"f","flexible","f","f",1,0.22,46,174,53
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61501706,-122.3230598,"Apartment","Entire home/apt",5,1,1,3,"Real Bed",175,100,0,1,0,2,4,4,4,222,9,84,9,8,9,9,9,8,"t","flexible","f","f",1,1.15,45,166,79
"within an hour","f",1,1,"Broadway","Capitol Hill",47.63390682,-122.3215255,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,0,30,0,0,2,30,60,90,365,5,84,9,8,10,9,8,8,"f","moderate","f","f",1,0.87,38,74,4
"N/A","f",1,1,"Broadway","Capitol Hill",47.61690782,-122.3136919,"House","Entire home/apt",6,2.5,2,2,"Real Bed",250,500,120,1,0,1,0,0,0,216,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,38,94,0
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62396967,-122.3177314,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,20,2,0,2,0,0,0,2,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,40,144,22
"within an hour","f",15,15,"Broadway","Capitol Hill",47.61682555,-122.3235962,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",59,100,15,1,10,1,26,53,53,57,73,91,9,9,10,9,10,9,"f","moderate","f","f",3,7.66,21,162,141
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62616579,-122.3171282,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,3,33,63,338,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","moderate","f","f",15,0,40,173,66
"a few days or more","f",2,2,"Broadway","Capitol Hill",47.61804404,-122.3148313,"Apartment","Entire home/apt",2,1,NA,1,"Pull-out Sofa",75,0,40,1,0,1,30,60,90,365,20,89,10,8,10,10,10,9,"f","moderate","f","f",2,1.06,41,205,147
"within a few hours","f",1,1,"Broadway","Capitol Hill",47.62307596,-122.316603,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",71,0,0,1,0,2,19,44,70,345,16,93,10,10,10,10,10,9,"f","flexible","f","f",1,3.14,41,41,0
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62398864,-122.315836,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",49,95,25,1,0,1,0,0,0,247,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","moderate","f","f",15,0,37,37,0
"within a few hours","f",2,2,"Broadway","Capitol Hill",47.6154954,-122.3264757,"Apartment","Private room",2,1,1,1,"Real Bed",90,150,20,2,40,2,24,54,84,359,8,100,10,10,10,10,10,10,"f","strict","f","f",1,1.79,64,187,69
"within an hour","f",9,9,"Broadway","Capitol Hill",47.61327018,-122.32947,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",140,250,135,1,0,3,30,54,57,321,7,97,9,9,9,10,9,10,"t","moderate","f","f",9,0.9,35,162,163
"within a day","f",1,1,"Broadway","Capitol Hill",47.61764107,-122.3277035,"Apartment","Shared room",2,1,1,1,"Pull-out Sofa",95,100,20,1,0,3,30,60,90,365,6,100,9,10,10,10,10,9,"t","moderate","f","f",1,0.51,45,132,32
"N/A","f",1,1,"Broadway","Capitol Hill",47.61520034,-122.3138605,"House","Private room",2,1,1,1,"Real Bed",150,0,25,1,0,3,10,20,42,131,136,97,10,10,10,10,10,10,"f","flexible","f","f",1,3.41,0,182,182
"within a few hours","f",4,4,"Broadway","Capitol Hill",47.62205058,-122.3155991,"House","Private room",2,1,1,1,"Real Bed",89,150,20,2,20,1,30,59,89,357,38,97,10,10,10,10,10,10,"f","strict","f","f",4,4.91,42,162,109
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62294748,-122.3195877,"Apartment","Entire home/apt",5,1,1,2,"Real Bed",140,200,50,2,15,2,21,48,48,83,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,38,174,0
"within an hour","f",2,2,"Broadway","Capitol Hill",47.61330127,-122.3299321,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",150,100,50,2,10,3,0,0,0,260,63,93,9,9,9,9,10,9,"f","strict","f","f",2,2,50,138,34
"within an hour","f",17,17,"Broadway","Capitol Hill",47.62401198,-122.3162102,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,0,5,35,310,1,80,8,10,10,10,10,10,"t","moderate","f","f",15,0.81,40,173,66
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61910067,-122.3227115,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",125,0,25,2,15,1,1,1,1,122,46,95,9,9,10,10,10,9,"f","strict","f","f",1,2.05,45,178,108
"N/A","f",1,1,"Broadway","Capitol Hill",47.62787942,-122.3200708,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",152,100,0,3,0,2,0,0,0,0,77,91,9,9,10,10,10,9,"f","strict","f","f",1,4.44,38,168,170
"within a few hours","f",7,7,"Broadway","Capitol Hill",47.61984509,-122.3227936,"House","Private room",2,1,1,1,"Real Bed",105,0,35,1,10,1,25,55,85,356,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",7,0,42,42,0
"within an hour","f",37,37,"Broadway","Capitol Hill",47.62513491,-122.3205097,"House","Shared room",1,0.5,1,1,"Real Bed",49,350,35,1,0,4,23,53,83,358,10,90,8,7,9,9,10,8,"f","strict","f","f",37,0.36,0,171,171
"within a day","f",1,1,"Broadway","Capitol Hill",47.61554278,-122.3266888,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",68,0,0,1,0,3,12,33,54,329,2,100,10,10,9,10,10,10,"f","strict","f","f",1,2,52,177,153
"within a day","f",3,3,"Broadway","Capitol Hill",47.62043351,-122.3168844,"House","Private room",2,1,1,1,"Real Bed",100,0,35,1,0,1,30,60,90,365,12,92,9,8,9,10,10,8,"f","moderate","f","t",3,0.3,30,173,134
"within a day","f",1,1,"Broadway","Capitol Hill",47.62299279,-122.3170914,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",120,0,0,1,0,2,29,59,89,364,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,44,61,0
"N/A","f",1,1,"Broadway","Capitol Hill",47.62364523,-122.3234775,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",110,175,20,1,20,1,0,0,0,212,12,92,10,9,9,9,10,9,"f","moderate","f","f",1,1.05,47,183,78
"N/A","f",1,1,"Broadway","Capitol Hill",47.61532151,-122.3248632,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",160,0,0,1,0,1,0,8,38,313,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,39,39,0
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62312907,-122.3256051,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",105,0,10,1,0,2,1,1,1,6,4,100,9,10,10,9,10,10,"t","moderate","f","f",1,1.54,39,39,0
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61876529,-122.3160084,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",82,0,39,0,0,2,0,0,0,1,5,92,9,9,9,9,9,9,"f","flexible","f","f",1,0.31,37,182,60
"N/A","f",1,1,"Broadway","Capitol Hill",47.61536887,-122.3148366,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",110,0,0,1,0,7,29,59,89,364,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","flexible","f","f",1,0,48,48,0
"within an hour","f",37,37,"Broadway","Capitol Hill",47.62506293,-122.3190532,"House","Shared room",1,0.5,1,1,"Real Bed",65,350,35,1,0,4,0,28,58,333,4,80,10,8,10,10,10,9,"f","strict","f","f",37,0.16,0,171,171
"N/A","f",1,1,"Broadway","Capitol Hill",47.61495573,-122.3243224,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,0,0,1,0,20,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,32,32,0
